*** UNIVERSALMUTATOR ***
MUTATING WITH RULES: universal.rules, solidity.rules, c_like.rules
SKIPPED 182 MUTANTS ONLY CHANGING STRING LITERALS
15110 MUTANTS GENERATED BY RULES
PROCESSING MUTANT: 66:         address borrower;        // borrower address to take from  ==>          address borrower;        //  address to take from...VALID [written to mutants/Auctions/Auctions.mutant.0.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower  remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.413.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral  after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.414.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining  take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.415.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after  action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.416.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take  (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.417.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action.  take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.418.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT  collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.419.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take:  to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.420.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral  be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.421.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to  rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.422.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be  in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.423.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced  case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.424.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in  of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.425.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case  NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.426.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of  settlement)...VALID [written to mutants/Auctions/Auctions.mutant.427.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT ...VALID [written to mutants/Auctions/Auctions.mutant.428.sol] 
PROCESSING MUTANT: 1045:         uint256 borrowerDebt = Maths.wmul(borrower_.t0Debt, poolState_.inflator);  ==>          uint256 borrowerDebt = Maths.wmul( poolState_.inflator,borrower_.t0Debt);...VALID [written to mutants/Auctions/Auctions.mutant.429.sol] 
PROCESSING MUTANT: 1058:         remainingCollateral_ = borrower_.collateral;  ==>          /*remainingCollateral_ = borrower_.collateral;*/...VALID [written to mutants/Auctions/Auctions.mutant.430.sol] 
PROCESSING MUTANT: 1087:             settledAuction_ // stamp borrower t0Np if exiting from auction  ==>              settledAuction_ // stamp borrower t1Np if exiting from auction...VALID [written to mutants/Auctions/Auctions.mutant.431.sol] 
PROCESSING MUTANT: 1087:             settledAuction_ // stamp borrower t0Np if exiting from auction  ==>              settledAuction_ // stamp borrower t-1Np if exiting from auction...VALID [written to mutants/Auctions/Auctions.mutant.432.sol] 
PROCESSING MUTANT: 1087:             settledAuction_ // stamp borrower t0Np if exiting from auction  ==>              settledAuction_ // stamp borrower t(0+1)Np if exiting from auction...VALID [written to mutants/Auctions/Auctions.mutant.433.sol] 
PROCESSING MUTANT: 1087:             settledAuction_ // stamp borrower t0Np if exiting from auction  ==>              settledAuction_ // stamp borrower t(0-1)Np if exiting from auction...VALID [written to mutants/Auctions/Auctions.mutant.434.sol] 
PROCESSING MUTANT: 1087:             settledAuction_ // stamp borrower t0Np if exiting from auction  ==>              settledAuction_ //  borrower t0Np if exiting from auction...VALID [written to mutants/Auctions/Auctions.mutant.435.sol] 
PROCESSING MUTANT: 1101:     ) internal pure returns (uint256 bondFactor_, uint256 bondSize_) {  ==>      ) internal view returns (uint256 bondFactor_, uint256 bondSize_) {...VALID [written to mutants/Auctions/Auctions.mutant.436.sol] 
PROCESSING MUTANT: 1101:     ) internal pure returns (uint256 bondFactor_, uint256 bondSize_) {  ==>      ) internal  returns (uint256 bondFactor_, uint256 bondSize_) {...VALID [written to mutants/Auctions/Auctions.mutant.437.sol] 
PROCESSING MUTANT: 1105:         if (thresholdPrice >= momp_) {  ==>          if (thresholdPrice > momp_) {...VALID [written to mutants/Auctions/Auctions.mutant.438.sol] 
PROCESSING MUTANT: 1117:         bondSize_ = Maths.wmul(bondFactor_,  borrowerDebt_);  ==>          bondSize_ = Maths.wmul(  borrowerDebt_,bondFactor_);...VALID [written to mutants/Auctions/Auctions.mutant.439.sol] 
PROCESSING MUTANT: 1137:         if (kickerClaimable >= bondSize_) {  ==>          if (kickerClaimable > bondSize_) {...VALID [written to mutants/Auctions/Auctions.mutant.440.sol] 
PROCESSING MUTANT: 1138:             kicker.claimable -= bondSize_;  ==>              kicker.claimable %= bondSize_;...VALID [written to mutants/Auctions/Auctions.mutant.441.sol] 
PROCESSING MUTANT: 1143:             bondDifference_  = bondSize_ - kickerClaimable;  ==>              bondDifference_  = bondSize_ + kickerClaimable;...VALID [written to mutants/Auctions/Auctions.mutant.442.sol] 
PROCESSING MUTANT: 1144:             kicker.claimable = 0;  ==>              /*kicker.claimable = 0;*/...VALID [written to mutants/Auctions/Auctions.mutant.443.sol] 
PROCESSING MUTANT: 1147:             auctions_.totalBondEscrowed -= kickerClaimable;  ==>              auctions_.totalBondEscrowed += kickerClaimable;...VALID [written to mutants/Auctions/Auctions.mutant.444.sol] 
PROCESSING MUTANT: 1147:             auctions_.totalBondEscrowed -= kickerClaimable;  ==>              /*auctions_.totalBondEscrowed -= kickerClaimable;*/...VALID [written to mutants/Auctions/Auctions.mutant.445.sol] 
PROCESSING MUTANT: 1162:     ) internal pure returns (  ==>      ) internal view returns (...VALID [written to mutants/Auctions/Auctions.mutant.446.sol] 
PROCESSING MUTANT: 1162:     ) internal pure returns (  ==>      ) internal  returns (...VALID [written to mutants/Auctions/Auctions.mutant.447.sol] 
PROCESSING MUTANT: 1169:         uint256 borrowerPrice        = (vars.isRewarded) ? Maths.wmul(borrowerPayoffFactor, vars.auctionPrice) : vars.auctionPrice;  ==>          uint256 borrowerPrice        = (vars.isRewarded) ? Maths.wmul( vars.auctionPrice,borrowerPayoffFactor) : vars.auctionPrice;...VALID [written to mutants/Auctions/Auctions.mutant.448.sol] 
PROCESSING MUTANT: 1172:         vars.quoteTokenAmount = (vars.unscaledDeposit != type(uint256).max) ? Maths.wmul(vars.unscaledDeposit, vars.bucketScale) : type(uint256).max;  ==>          vars.quoteTokenAmount = (vars.unscaledDeposit < type(uint256).max) ? Maths.wmul(vars.unscaledDeposit, vars.bucketScale) : type(uint256).max;...VALID [written to mutants/Auctions/Auctions.mutant.449.sol] 
PROCESSING MUTANT: 1172:         vars.quoteTokenAmount = (vars.unscaledDeposit != type(uint256).max) ? Maths.wmul(vars.unscaledDeposit, vars.bucketScale) : type(uint256).max;  ==>          vars.quoteTokenAmount = (vars.unscaledDeposit != type(uint256).max) ? Maths.wmul( vars.bucketScale,vars.unscaledDeposit) : type(uint256).max;...VALID [written to mutants/Auctions/Auctions.mutant.450.sol] 
PROCESSING MUTANT: 1174:         uint256 borrowerCollateralValue = Maths.wmul(totalCollateral_, borrowerPrice);  ==>          uint256 borrowerCollateralValue = Maths.wmul( borrowerPrice,totalCollateral_);...VALID [written to mutants/Auctions/Auctions.mutant.451.sol] 
PROCESSING MUTANT: 1176:         if (vars.quoteTokenAmount <= vars.borrowerDebt && vars.quoteTokenAmount <= borrowerCollateralValue) {  ==>          if (vars.quoteTokenAmount <= vars.borrowerDebt && vars.quoteTokenAmount != borrowerCollateralValue) {...VALID [written to mutants/Auctions/Auctions.mutant.452.sol] 
PROCESSING MUTANT: 1176:         if (vars.quoteTokenAmount <= vars.borrowerDebt && vars.quoteTokenAmount <= borrowerCollateralValue) {  ==>          if (vars.quoteTokenAmount < vars.borrowerDebt && vars.quoteTokenAmount <= borrowerCollateralValue) {...VALID [written to mutants/Auctions/Auctions.mutant.453.sol] 
PROCESSING MUTANT: 1176:         if (vars.quoteTokenAmount <= vars.borrowerDebt && vars.quoteTokenAmount <= borrowerCollateralValue) {  ==>          if (vars.quoteTokenAmount <= vars.borrowerDebt && vars.quoteTokenAmount < borrowerCollateralValue) {...VALID [written to mutants/Auctions/Auctions.mutant.454.sol] 
PROCESSING MUTANT: 1176:         if (vars.quoteTokenAmount <= vars.borrowerDebt && vars.quoteTokenAmount <= borrowerCollateralValue) {  ==>          if (vars.quoteTokenAmount <= vars.borrowerDebt && (1==1)) {...VALID [written to mutants/Auctions/Auctions.mutant.455.sol] 
PROCESSING MUTANT: 1182:             vars.quoteTokenAmount         = Maths.wmul(vars.collateralAmount, vars.auctionPrice);  ==>              vars.quoteTokenAmount         = Maths.wmul( vars.auctionPrice,vars.collateralAmount);...VALID [written to mutants/Auctions/Auctions.mutant.456.sol] 
PROCESSING MUTANT: 1184:         } else if (vars.borrowerDebt <= borrowerCollateralValue) {  ==>          } else if (vars.borrowerDebt < borrowerCollateralValue) {...VALID [written to mutants/Auctions/Auctions.mutant.457.sol] 
PROCESSING MUTANT: 1198:             vars.quoteTokenAmount         = Maths.wmul(vars.collateralAmount, vars.auctionPrice);  ==>              vars.quoteTokenAmount         = Maths.wmul( vars.auctionPrice,vars.collateralAmount);...VALID [written to mutants/Auctions/Auctions.mutant.458.sol] 
PROCESSING MUTANT: 1234:         if (liquidation.kickTime != 0) revert AuctionActive();  ==>          if (liquidation.kickTime > 0) revert AuctionActive();...VALID [written to mutants/Auctions/Auctions.mutant.459.sol] 
PROCESSING MUTANT: 1240:         liquidation.bondSize     = uint160(bondSize_);  ==>          liquidation.bondSize     = uint80(bondSize_);...VALID [written to mutants/Auctions/Auctions.mutant.460.sol] 
PROCESSING MUTANT: 1251:         if (auctions_.head != address(0)) {  ==>          if (auctions_.head > address(0)) {...VALID [written to mutants/Auctions/Auctions.mutant.461.sol] 
PROCESSING MUTANT: 1277:         Liquidation memory liquidation = auctions_.liquidations[borrower_];  ==>          Liquidation storage liquidation = auctions_.liquidations[borrower_];...VALID [written to mutants/Auctions/Auctions.mutant.462.sol] 
PROCESSING MUTANT: 1288:         if (auctions_.head == borrower_ && auctions_.tail == borrower_) {  ==>          if (auctions_.head == borrower_ && auctions_.tail >= borrower_) {...VALID [written to mutants/Auctions/Auctions.mutant.463.sol] 
PROCESSING MUTANT: 1288:         if (auctions_.head == borrower_ && auctions_.tail == borrower_) {  ==>          if (auctions_.head == borrower_ && auctions_.tail > borrower_) {...VALID [written to mutants/Auctions/Auctions.mutant.464.sol] 
PROCESSING MUTANT: 1288:         if (auctions_.head == borrower_ && auctions_.tail == borrower_) {  ==>          if (false) {...VALID [written to mutants/Auctions/Auctions.mutant.465.sol] 
PROCESSING MUTANT: 1288:         if (auctions_.head == borrower_ && auctions_.tail == borrower_) {  ==>          if (0==1) {...VALID [written to mutants/Auctions/Auctions.mutant.466.sol] 
PROCESSING MUTANT: 1290:             auctions_.head = address(0);  ==>              auctions_.head = ...VALID [written to mutants/Auctions/Auctions.mutant.467.sol] 
PROCESSING MUTANT: 1291:             auctions_.tail = address(0);  ==>              auctions_.tail = address(1);...VALID [written to mutants/Auctions/Auctions.mutant.468.sol] 
PROCESSING MUTANT: 1291:             auctions_.tail = address(0);  ==>              auctions_.tail = address((0+1));...VALID [written to mutants/Auctions/Auctions.mutant.469.sol] 
PROCESSING MUTANT: 1291:             auctions_.tail = address(0);  ==>              /*auctions_.tail = address(0);*/...VALID [written to mutants/Auctions/Auctions.mutant.470.sol] 
PROCESSING MUTANT: 1293:         else if(auctions_.head == borrower_) {  ==>           if(auctions_.head == borrower_) {...VALID [written to mutants/Auctions/Auctions.mutant.471.sol] 
PROCESSING MUTANT: 1298:         else if(auctions_.tail == borrower_) {  ==>          else if(auctions_.tail >= borrower_) {...VALID [written to mutants/Auctions/Auctions.mutant.472.sol] 
PROCESSING MUTANT: 1298:         else if(auctions_.tail == borrower_) {  ==>          else if(auctions_.tail > borrower_) {...VALID [written to mutants/Auctions/Auctions.mutant.473.sol] 
PROCESSING MUTANT: 1298:         else if(auctions_.tail == borrower_) {  ==>          else if(false) {...VALID [written to mutants/Auctions/Auctions.mutant.474.sol] 
PROCESSING MUTANT: 1298:         else if(auctions_.tail == borrower_) {  ==>          else if(0==1) {...VALID [written to mutants/Auctions/Auctions.mutant.475.sol] 
PROCESSING MUTANT: 1298:         else if(auctions_.tail == borrower_) {  ==>           if(auctions_.tail == borrower_) {...VALID [written to mutants/Auctions/Auctions.mutant.476.sol] 
PROCESSING MUTANT: 1301:             auctions_.tail = liquidation.prev;  ==>              /*auctions_.tail = liquidation.prev;*/...VALID [written to mutants/Auctions/Auctions.mutant.477.sol] 
PROCESSING MUTANT: 1303:         else {  ==>           {...VALID [written to mutants/Auctions/Auctions.mutant.478.sol] 
PROCESSING MUTANT: 1327:             liquidation_.bondSize                 += uint160(vars.bondChange);  ==>              liquidation_.bondSize                 += uint80(vars.bondChange);...VALID [written to mutants/Auctions/Auctions.mutant.479.sol] 
PROCESSING MUTANT: 1332:             vars.bondChange = Maths.min(liquidation_.bondSize, vars.bondChange);  ==>              vars.bondChange = Maths.min( vars.bondChange,liquidation_.bondSize);...VALID [written to mutants/Auctions/Auctions.mutant.480.sol] 
PROCESSING MUTANT: 1334:             liquidation_.bondSize                 -= uint160(vars.bondChange);  ==>              liquidation_.bondSize                 %= uint160(vars.bondChange);...VALID [written to mutants/Auctions/Auctions.mutant.481.sol] 
PROCESSING MUTANT: 1334:             liquidation_.bondSize                 -= uint160(vars.bondChange);  ==>              liquidation_.bondSize                 -= uint80(vars.bondChange);...VALID [written to mutants/Auctions/Auctions.mutant.482.sol] 
PROCESSING MUTANT: 1335:             auctions_.kickers[vars.kicker].locked -= vars.bondChange;  ==>              auctions_.kickers[vars.kicker].locked += vars.bondChange;...VALID [written to mutants/Auctions/Auctions.mutant.483.sol] 
PROCESSING MUTANT: 1335:             auctions_.kickers[vars.kicker].locked -= vars.bondChange;  ==>              auctions_.kickers[vars.kicker].locked *= vars.bondChange;...VALID [written to mutants/Auctions/Auctions.mutant.484.sol] 
PROCESSING MUTANT: 1335:             auctions_.kickers[vars.kicker].locked -= vars.bondChange;  ==>              /*auctions_.kickers[vars.kicker].locked -= vars.bondChange;*/...VALID [written to mutants/Auctions/Auctions.mutant.485.sol] 
PROCESSING MUTANT: 1367:         uint256 scaledDeposit = Maths.wmul(vars.unscaledDeposit, vars.bucketScale);  ==>          uint256 scaledDeposit = Maths.wmul( vars.bucketScale,vars.unscaledDeposit);...VALID [written to mutants/Auctions/Auctions.mutant.486.sol] 
PROCESSING MUTANT: 1381:             uint256 takerReward = Maths.wmul(vars.collateralAmount, vars.bucketPrice - vars.auctionPrice);  ==>              uint256 takerReward = Maths.wmul( vars.bucketPrice - vars.auctionPrice,vars.collateralAmount);...VALID [written to mutants/Auctions/Auctions.mutant.487.sol] 
PROCESSING MUTANT: 1398:             vars.bondChange = Maths.min(liquidation_.bondSize, vars.bondChange);  ==>              vars.bondChange = Maths.min( vars.bondChange,liquidation_.bondSize);...VALID [written to mutants/Auctions/Auctions.mutant.488.sol] 
PROCESSING MUTANT: 1400:             liquidation_.bondSize                 -= uint160(vars.bondChange);  ==>              liquidation_.bondSize                 -= uint80(vars.bondChange);...VALID [written to mutants/Auctions/Auctions.mutant.489.sol] 
PROCESSING MUTANT: 1406:         Deposits.unscaledRemove(deposits_, bucketIndex_, vars.unscaledQuoteTokenAmount); // remove quote tokens from bucket’s deposit  ==>          Deposits.unscaledRemove(deposits_, bucketIndex_, vars.unscaledQuoteTokenAmount); //  quote tokens from bucket’s deposit...VALID [written to mutants/Auctions/Auctions.mutant.490.sol] 
PROCESSING MUTANT: 1436:         elapsedHours -= Maths.min(elapsedHours, 1e18);  // price locked during cure period  ==>          elapsedHours -= Maths.min( 1e18,elapsedHours);  // price locked during cure period...VALID [written to mutants/Auctions/Auctions.mutant.491.sol] 
PROCESSING MUTANT: 1436:         elapsedHours -= Maths.min(elapsedHours, 1e18);  // price locked during cure period  ==>          elapsedHours -= Maths.min(elapsedHours, 1e18);  //  locked during cure period...VALID [written to mutants/Auctions/Auctions.mutant.492.sol] 
PROCESSING MUTANT: 1439:         uint256 referencePrice = Maths.max(kickMomp_, neutralPrice_);   ==>          uint256 referencePrice = Maths.max( neutralPrice_,kickMomp_); ...VALID [written to mutants/Auctions/Auctions.mutant.493.sol] 
PROCESSING MUTANT: 1460:     ) internal pure returns (int256) {  ==>      ) internal view returns (int256) {...VALID [written to mutants/Auctions/Auctions.mutant.494.sol] 
PROCESSING MUTANT: 1460:     ) internal pure returns (int256) {  ==>      ) internal  returns (int256) {...VALID [written to mutants/Auctions/Auctions.mutant.495.sol] 
PROCESSING MUTANT: 1464:         if (thresholdPrice < int256(neutralPrice_)) {  ==>          if (thresholdPrice <= int256(neutralPrice_)) {...VALID [written to mutants/Auctions/Auctions.mutant.496.sol] 
PROCESSING MUTANT: 1469:                     -1 * 1e18,  ==>                      -1 - 1e18,...VALID [written to mutants/Auctions/Auctions.mutant.497.sol] 
PROCESSING MUTANT: 1469:                     -1 * 1e18,  ==>                      -(1+1) * 1e18,...VALID [written to mutants/Auctions/Auctions.mutant.498.sol] 
PROCESSING MUTANT: 1478:             if (val < 0 )      sign = -1e18;  ==>              if (val <= 0 )      sign = -1e18;...VALID [written to mutants/Auctions/Auctions.mutant.499.sol] 
PROCESSING MUTANT: 1478:             if (val < 0 )      sign = -1e18;  ==>              if (val < 1 )      sign = -1e18;...VALID [written to mutants/Auctions/Auctions.mutant.500.sol] 
PROCESSING MUTANT: 1478:             if (val < 0 )      sign = -1e18;  ==>              if (val < -1 )      sign = -1e18;...VALID [written to mutants/Auctions/Auctions.mutant.501.sol] 
PROCESSING MUTANT: 1478:             if (val < 0 )      sign = -1e18;  ==>              if (val < (0+1) )      sign = -1e18;...VALID [written to mutants/Auctions/Auctions.mutant.502.sol] 
PROCESSING MUTANT: 1478:             if (val < 0 )      sign = -1e18;  ==>              if (val < (0-1) )      sign = -1e18;...VALID [written to mutants/Auctions/Auctions.mutant.503.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (val >= 0) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.504.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (val > 0) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.505.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (val != 1) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.506.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (val != -1) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.507.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (val != (0+1)) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.508.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (val != (0-1)) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.509.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (true) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.510.sol] 
PROCESSING MUTANT: 1479:             else if (val != 0) sign = 1e18;  ==>              else if (1==1) sign = 1e18;...VALID [written to mutants/Auctions/Auctions.mutant.511.sol] 
PROCESSING MUTANT: 1482:         return PRBMathSD59x18.mul(int256(bondFactor_), sign);  ==>          return PRBMathSD59x18.mul( sign,int256(bondFactor_));...VALID [written to mutants/Auctions/Auctions.mutant.512.sol] 
PROCESSING MUTANT: 1506:         if (kickTime == 0) revert NoAuction();  ==>          if (kickTime <= 0) revert NoAuction();...VALID [written to mutants/Auctions/Auctions.mutant.513.sol] 
PROCESSING MUTANT: 1507:         if (block.timestamp - kickTime <= 1 hours) revert TakeNotPastCooldown();  ==>          if (block.timestamp % kickTime <= 1 hours) revert TakeNotPastCooldown();...VALID [written to mutants/Auctions/Auctions.mutant.514.sol] 
PROCESSING MUTANT: 1507:         if (block.timestamp - kickTime <= 1 hours) revert TakeNotPastCooldown();  ==>          if (block.timestamp - kickTime < 1 hours) revert TakeNotPastCooldown();...VALID [written to mutants/Auctions/Auctions.mutant.515.sol] 
PROCESSING MUTANT: 1513:             vars.t0DebtPenalty  = Maths.wmul(t0Debt_, 0.07 * 1e18);  ==>              vars.t0DebtPenalty  = Maths.wmul( 0.07 * 1e18,t0Debt_);...VALID [written to mutants/Auctions/Auctions.mutant.516.sol] 
PROCESSING MUTANT: 1519:         vars.borrowerDebt = Maths.wmul(vars.t0BorrowerDebt, inflator_);  ==>          vars.borrowerDebt = Maths.wmul( inflator_,vars.t0BorrowerDebt);...VALID [written to mutants/Auctions/Auctions.mutant.517.sol] 
PROCESSING MUTANT: 1523:         vars.auctionPrice = _auctionPrice(liquidation_.kickMomp, neutralPrice, kickTime);  ==>          vars.auctionPrice = _auctionPrice( neutralPrice,liquidation_.kickMomp, kickTime);...VALID [written to mutants/Auctions/Auctions.mutant.518.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 + Maths.maxInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.519.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 * Maths.maxInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.520.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(0e18 - Maths.maxInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.521.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e0 - Maths.maxInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.522.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e1 - Maths.maxInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.523.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 - Maths.maxInt(1, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.524.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(-1e18 - Maths.maxInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.525.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 - Maths.maxInt(-1, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.526.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 - Maths.maxInt((0+1), vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.527.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 - Maths.maxInt((0-1), vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.528.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 - Maths.maxInt( vars.bpf,0));...VALID [written to mutants/Auctions/Auctions.mutant.529.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          vars.factor       = uint256(1e18 - Maths.minInt(0, vars.bpf));...VALID [written to mutants/Auctions/Auctions.mutant.530.sol] 
PROCESSING MUTANT: 1531:         vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));  ==>          /*vars.factor       = uint256(1e18 - Maths.maxInt(0, vars.bpf));*/...VALID [written to mutants/Auctions/Auctions.mutant.531.sol] 
